mean_range_ratio,median_range_ratio,ai_hull_volume,human_hull_volume,hull_volume_ratio,ai_participation_ratio,human_participation_ratio
0.8859947395889434,0.8162339567905401,2931.3566845876608,47.08035773866009,62.262837951644826,(7.9249047672153585+1.4907211607071737e-32j),(8.099807890257672+1.1020333218364124e-32j)
