mean_range_ratio,median_range_ratio,ai_hull_volume,human_hull_volume,hull_volume_ratio,ai_participation_ratio,human_participation_ratio
0.6426913449896616,0.6519546372804796,1711.1061010471778,29752.19302499329,0.05751193196446949,9.941199312420022,9.736331117319395
